__label__love	love_10	thanks to simon kitching .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.7675000000000001 1.0 0.789 0.789 0.0 0.0 -0.0 -0.0 0.6779999999999999 1.0 0.723 0.0 0.633 -0.79 0.5 0.0 -0.79 -0.79 0.0 0.0 0.0 0.0 0.0 0.8520000000000001 1.0 0.935 0.0 0.935
__label__love	love_11	i verify the fix use the #hlink# cvs snapshot . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.592 0.8571428571428571 0.935 0.746 0.81 0.14285714285714285 -0.0 0.81 0.318 1.0 0.956 -0.95 0.723 -0.248 0.42857142857142855 0.141 -0.96 0.075 0.3155 0.2857142857142857 0.721 -0.09 -0.09 0.4414285714285714 1.0 0.914 -0.75 0.769
__label__fear	fear_1	we will look at the issue for	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44279999999999997 1.0 0.935 0.262 0.0 0.0 -0.0 -0.0 0.48360000000000003 1.0 0.956 -0.04 0.43 0.03900000000000001 0.8 0.657 -0.85 0.657 -0.11550000000000002 0.4 0.049 -0.28 -0.28 0.44699999999999995 1.0 0.914 0.0 0.244
__label__anger	anger_2	this have be in resolve state for over #crd# year so now close ; if it turn out to not be fix please re-open .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.40750000000000003 0.7142857142857143 0.922 0.922 0.7875 0.2857142857142857 -0.0 0.9 0.05825 0.8571428571428571 0.927 -0.95 -0.95 0.02577777777777775 0.6428571428571429 0.96 -0.79 0.96 0.2895 0.5714285714285714 0.828 -0.23 0.828 0.10264285714285715 1.0 0.935 -0.97 -0.97
__label__fear	fear_2	this have be fix for by upgading to poi beta . perhaps somebody with more power than me can mark this accordingly .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.46666666666666673 0.8571428571428571 0.913 0.132 0.81 0.14285714285714285 -0.0 0.81 0.11349999999999999 0.8571428571428571 0.702 -0.95 0.021 0.013833333333333317 0.8571428571428571 0.962 -0.79 0.167 0.2333333333333333 0.42857142857142855 0.721 -0.07 -0.07 0.359 1.0 0.935 -0.75 0.207
__label__love __label__joy	love_joy_1	look fine to me now . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.4235 0.8 0.789 0.746 0.65 0.2 -0.0 0.65 0.09960000000000002 1.0 0.723 -0.86 -0.86 -0.114 0.6 0.338 -0.79 -0.79 0.1995 0.4 0.609 -0.21 0.609 0.3104 1.0 0.935 -0.5 -0.5
__label__joy	joy_3	fix thus : #hlink# ? rev = & view = rev	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.853 0.5 0.853 0.853 0.81 0.5 -0.0 0.81 -0.95 0.5 0.0 -0.95 -0.95 -0.85 0.5 0.0 -0.85 -0.85 0.721 0.5 0.721 0.0 0.721 0.05299999999999999 1.0 0.856 -0.75 0.856
__label__sadness	sadness_1	fixed . sorry for long waiting . i do not find the time . author : tterm date : mon jul new revision : url : #hlink# ? rev = & view = rev log : preserve or configure content - type of http - header modify : servicemix / smx0 / branch / servicemix- / deployables / bindingcomponents / servicemix - http / src / main / java / org / apache / servicemix / http / httpendpoint . java servicemix / smx0 / branch / servicemix- / deployables / bindingcomponents / servicemix - http / src / main / java / org / apache / servicemix / http / processor / providerprocessor . java	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.41782608695652174 0.7931034482758621 0.966 0.07 0.4533333333333333 0.20689655172413793 -0.0 0.63 0.1555416666666666 0.8275862068965517 0.966 -0.87 0.041 0.0015909090909090986 0.7586206896551724 0.979 -0.94 0.098 0.10307142857142855 0.4827586206896552 0.836 -0.6 -0.05 0.2785294117647059 0.5862068965517241 0.93 -0.85 0.091
__label__fear	fear_3	if i see it correctly ; the current implementation create a resource provider for each symlink - i fear what happen if there be #crd# or #crd# of symlinks	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5285 0.8333333333333334 0.964 0.939 0.71 0.16666666666666666 -0.0 0.66 0.43074999999999997 0.6666666666666666 0.965 -0.61 0.899 0.5036666666666666 0.75 0.979 0.0 0.979 0.04374999999999998 0.3333333333333333 0.856 -0.66 -0.66 0.23862500000000003 0.6666666666666666 0.99 -0.82 -0.82
__label__love	love_12	thanks malith for your contribution….patch commit under rev.	0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5896666666666667 1.0 0.815 0.815 0.0 0.0 -0.0 -0.0 0.5733333333333334 1.0 0.723 0.0 0.702 0.239 0.3333333333333333 0.239 0.0 0.239 0.049 0.3333333333333333 0.049 0.0 0.049 0.681 1.0 0.928 0.0 0.928
__label__joy	joy_4	look good . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.6154999999999999 1.0 0.849 0.806 0.0 0.0 -0.0 -0.0 0.62775 1.0 0.922 -0.04 0.906 0.5336666666666666 0.75 0.776 0.0 0.715 0.0 0.0 0.0 0.0 0.0 0.5603333333333333 0.75 0.796 0.0 0.796
__label__love	love_13	hi george ; i just check in a fix for the empty stack exception . can you please verify ? thanks .	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.4181 0.8333333333333334 0.935 0.746 0.41500000000000004 0.16666666666666666 -0.0 0.02 0.1632 0.8333333333333334 0.956 -0.95 0.723 0.13887499999999997 0.6666666666666666 0.96 -0.96 -0.96 0.08216666666666668 0.5 0.721 -0.11 -0.1 0.3610909090909091 0.9166666666666666 0.914 -0.75 0.769
__label__joy	joy_5	cool . thanks for consider my bug report !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.33499999999999996 0.6666666666666666 0.746 0.089 0.43 0.3333333333333333 -0.0 0.83 0.29259999999999997 0.8333333333333334 0.723 -0.05 -0.02 0.27199999999999996 0.6666666666666666 0.568 -0.05 -0.05 0.09540000000000001 0.8333333333333334 0.716 -0.22 0.716 0.11183333333333334 1.0 0.769 -0.94 -0.94
__label__fear	fear_4	hi dave ; i be not jira wise ; i will see if i can change the original ; if not ; i will start a new thread . it worry me that the last binary be #crd# year old . it seem to say that nobody be use ws - rm ; which i can understand . i will check with axis0 before i update the jira . i wo not check with ; since i be use feature . cheer ; patrice ;	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.35455 0.7692307692307693 0.935 0.316 0.5449999999999999 0.23076923076923078 -0.0 0.74 0.12312499999999998 0.9230769230769231 0.956 -0.87 -0.85 0.14263157894736841 0.7307692307692307 0.891 -0.79 0.534 0.028062500000000004 0.6153846153846154 0.936 -0.8 0.584 0.19791304347826089 0.8846153846153846 0.935 -0.98 -0.79
__label__love	love_14	ludger ; thanks for the patch . i have just commit it . see svn rev . thiwanka ; thanks for your help in investigate this issue .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.5024545454545456 0.8461538461538461 0.935 0.157 0.33499999999999996 0.15384615384615385 -0.0 0.09 0.39866666666666667 0.9230769230769231 0.967 -0.58 -0.14 0.16414285714285715 0.5384615384615384 0.795 -0.65 0.191 0.13725000000000004 0.3076923076923077 0.561 -0.11 0.049 0.4153076923076923 1.0 0.928 -0.62 -0.05
__label__sadness	sadness_2	fix . sorry folk ; the contribution asm_0_java and asm_0 do not get commit from my local machine since the project somehow be not part of my eclipse workspace when i do the commits of these change	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6944444444444443 0.9 0.939 0.09 0.555 0.1 -0.0 0.3 0.4855333333333333 0.75 0.956 -0.95 -0.03 -0.004428571428571422 0.7 0.979 -0.94 0.212 -0.01225 0.2 0.721 -0.6 -0.06 0.4734666666666666 0.75 0.928 -0.75 0.093
__label__love	love_15	thanks sven !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.746 1.0 0.746 0.746 0.0 0.0 -0.0 -0.0 0.723 1.0 0.723 0.0 0.723 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.769 1.0 0.769 0.0 0.769
__label__love	love_16	fix - thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.746 0.5 0.746 0.746 0.81 0.5 -0.0 0.81 -0.11349999999999999 1.0 0.723 -0.95 0.723 0.0 0.0 0.0 0.0 0.0 0.721 0.5 0.721 0.0 0.721 0.009500000000000008 1.0 0.769 -0.75 0.769
__label__love	love_17	robert ; your patch be in ; please help verify ; thanks . rgds ; peiyong	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6894 0.8333333333333334 0.922 0.746 0.58 0.16666666666666666 -0.0 0.58 0.3478 0.8333333333333334 0.967 -0.58 0.723 0.24650000000000005 0.6666666666666666 0.96 -0.96 -0.96 0.561 0.16666666666666666 0.561 0.0 0.561 0.4713333333333334 1.0 0.89 -0.62 0.769
__label__sadness	sadness_3	i be not able to reproduce the problem with the attachment . i see appropriate error message ; line number ; etc. however ; line number information be miss for the testcase idkeyerr0 ; so i have commit a patch which remedy this .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.666235294117647 0.7083333333333334 0.939 0.939 0.7871428571428571 0.2916666666666667 -0.0 0.88 0.31845000000000007 0.8333333333333334 0.982 -0.98 -0.98 -0.25600000000000006 0.4583333333333333 0.947 -0.99 0.947 0.5375 0.3333333333333333 0.948 -0.07 0.869 0.23065217391304346 0.9583333333333334 0.935 -0.98 -0.8
__label__love __label__joy	love_joy_2	odd that you can not get the attach to build as it build fine for me with the current late code ; never mind because i have try it for you and yes this have fix the problem and it now work . thanks jim ! ( side note ; i agree % about move all the non-java container specific test out of the java container project )	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47851428571428584 0.8333333333333334 0.939 0.831 0.6814285714285715 0.16666666666666666 -0.0 0.93 0.28135897435897445 0.9285714285714286 0.956 -0.96 0.84 0.06938461538461538 0.6190476190476191 0.979 -0.88 0.76 0.17677777777777776 0.42857142857142855 0.948 -0.21 0.88 0.3035277777777778 0.8571428571428571 0.98 -0.94 0.894
__label__sadness	sadness_4	bummer ! -- the solution too this problem be that my jvm have too little memory ( 0mb ) for allocate all the byte buffer require for writing / reading serialize page .	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.5243333333333334 0.6666666666666666 0.935 0.089 0.715 0.3333333333333333 -0.0 0.97 0.09849999999999998 0.8888888888888888 0.956 -0.99 0.138 0.21119999999999997 0.5555555555555556 0.904 -0.72 0.134 0.264 0.5 0.964 -0.1 -0.06 0.07025000000000002 0.8888888888888888 0.914 -0.96 0.151
__label__love	love_18	to test this ; i use an aggregate ae with a cas multiplier that declare getcasinstancesrequired ( ) = . if this ae be instantiate and run in a loop with early code it eat up roughly 0mb per iteration . no such leak with the late code . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.398 0.7727272727272727 0.935 0.746 0.65 0.22727272727272727 -0.0 0.83 0.14255555555555552 0.8181818181818182 0.956 -0.88 0.723 0.036692307692307684 0.5909090909090909 0.902 -0.87 0.201 -0.22349999999999998 0.36363636363636365 0.026 -0.82 -0.82 0.19288235294117648 0.7727272727272727 0.935 -0.85 -0.84
__label__love	love_19	thanks for testing ; shinobu . probably a misconfiguration . chris ; try ask on the user list if this problem persist .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.54375 0.6666666666666666 0.935 0.722 0.82 0.3333333333333333 -0.0 0.82 0.16799999999999998 0.9166666666666666 0.956 -0.97 0.745 -0.1788 0.4166666666666667 0.239 -0.72 -0.71 0.32349999999999995 0.5 0.988 -0.8 0.988 0.23154545454545455 0.9166666666666666 0.96 -0.82 0.709
