__label__surprise	surprise_0	woops ; thought this was already fixed …	0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.751 0.6666666666666666 0.789 0.713 0.81 0.3333333333333333 -0.0 0.81 0.1576666666666667 1.0 0.721 -0.95 -0.95 0.10399999999999998 0.6666666666666666 0.858 -0.65 -0.65 0.721 0.3333333333333333 0.721 0.0 0.721 0.019000000000000017 0.6666666666666666 0.788 -0.75 -0.75
__label__surprise	surprise_1	i do have some interest in working on this ; but it 's not currently on my radar . implementing solr- would illustrate the issues that need fixing ... although if this is tackled first ; writing solr- would be much easier .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.6305384615384616 0.8125 0.935 0.806 0.7733333333333334 0.1875 -0.0 0.85 0.3618 0.625 0.956 -0.95 0.806 0.07825000000000003 0.5 0.858 -0.94 0.712 0.11175000000000002 0.25 0.721 -0.94 -0.94 0.28516666666666673 0.75 0.914 -0.77 -0.77
__label__love	love_4	thanks for the issue / steps to resolve . pretty much did what you said verbatim . ( as it worked out on the other regexp issue )	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.59875 0.8 0.996 0.996 0.6999999999999998 0.2 -0.0 0.74 0.27707692307692305 0.8666666666666667 0.996 -0.94 0.996 -0.16666666666666666 0.4 0.984 -0.94 -0.74 0.2826666666666666 0.4 0.614 -0.19 0.557 0.3155 0.9333333333333333 0.935 -0.74 -0.71
__label__love	love_5	patch applied . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.416 0.6666666666666666 0.746 0.746 0.58 0.3333333333333333 -0.0 0.58 0.07150000000000001 0.6666666666666666 0.723 -0.58 0.723 0.196 0.3333333333333333 0.196 0.0 0.196 0.21550000000000002 0.6666666666666666 0.561 -0.13 -0.13 0.11366666666666668 1.0 0.769 -0.62 0.769
__label__joy	joy_2	awesome . i actually did find two more non-code files - the readme docs in java / social - api / and have added them as deletes to my client . good to know it checks out with you though . unless anybody objects i 'll submit this relatively soon .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.49916666666666665 0.75 0.935 0.071 0.63 0.25 -0.0 0.07 0.1475263157894737 0.7916666666666666 0.971 -0.95 -0.07 0.05968749999999999 0.6666666666666666 0.955 -0.94 0.071 0.28788888888888886 0.375 0.816 -0.13 0.009 0.19889473684210526 0.7916666666666666 0.935 -0.85 -0.12
__label__love	love_6	patch applied . thanks	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.416 0.6666666666666666 0.746 0.746 0.58 0.3333333333333333 -0.0 0.58 0.07150000000000001 0.6666666666666666 0.723 -0.58 0.723 0.196 0.3333333333333333 0.196 0.0 0.196 0.21550000000000002 0.6666666666666666 0.561 -0.13 -0.13 0.11366666666666668 1.0 0.769 -0.62 0.769
__label__love	love_7	this works great for me ; but it has demonstrated another issue when some tapestry 's script files try to use the clientid in order to create javascript identifiers for variables . i 'll open a new issue describing this .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.29933333333333334 0.8571428571428571 0.935 0.064 0.49 0.14285714285714285 -0.0 0.75 0.14305263157894735 0.9047619047619048 0.956 -0.89 -0.03 0.027470588235294115 0.8095238095238095 0.773 -0.79 0.136 0.10166666666666666 0.42857142857142855 0.672 -0.11 -0.11 0.2703000000000001 0.9523809523809523 0.935 -0.69 0.267
__label__love	love_8	thanks for that comment richard ! i was laboring under the ( false ) impression that i could not change the docs that went with our previous releases ; but i see these are coming from a copy on our svn site ; and we could actually change that one . anybody object to my doing that ? i could correct the link ; and also indicate this release is levels out of date .	0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.47651851851851856 0.8709677419354839 0.939 0.097 0.5725 0.12903225806451613 -0.0 0.8 0.2938148148148148 0.8709677419354839 0.956 -0.75 -0.74 0.24091666666666667 0.7741935483870968 0.979 -0.94 0.142 0.11425 0.3870967741935484 0.752 -0.25 0.741 0.2726800000000001 0.8064516129032258 0.935 -0.92 -0.92
__label__love	love_9	verified ; thanks .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.7725 1.0 0.799 0.746 0.0 0.0 -0.0 -0.0 0.635 1.0 0.723 0.0 0.723 -0.96 0.5 0.0 -0.96 -0.96 0.0 0.0 0.0 0.0 0.0 0.8295 1.0 0.89 0.0 0.769
__label__love	love_10	thanks to simon kitching .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.7675000000000001 1.0 0.789 0.789 0.0 0.0 -0.0 -0.0 0.6779999999999999 1.0 0.723 0.0 0.633 -0.79 0.5 0.0 -0.79 -0.79 0.0 0.0 0.0 0.0 0.0 0.8520000000000001 1.0 0.935 0.0 0.935
__label__love	love_11	i verified the fix using the xml-xerces_20040107172932.tar.gz cvs snapshot . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.592 0.8571428571428571 0.935 0.746 0.81 0.14285714285714285 -0.0 0.81 0.318 1.0 0.956 -0.95 0.723 -0.248 0.42857142857142855 0.141 -0.96 0.075 0.3155 0.2857142857142857 0.721 -0.09 -0.09 0.4414285714285714 1.0 0.914 -0.75 0.769
__label__fear	fear_1	we 'll look at the issue for	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.44279999999999997 1.0 0.935 0.262 0.0 0.0 -0.0 -0.0 0.48360000000000003 1.0 0.956 -0.04 0.43 0.03900000000000001 0.8 0.657 -0.85 0.657 -0.11550000000000002 0.4 0.049 -0.28 -0.28 0.44699999999999995 1.0 0.914 0.0 0.244
__label__anger	anger_2	this has been in resolved state for over one year so now closing ; if it turns out to not be fixed please re-open .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.40750000000000003 0.7142857142857143 0.922 0.922 0.7875 0.2857142857142857 -0.0 0.9 0.05825 0.8571428571428571 0.927 -0.95 -0.95 0.02577777777777775 0.6428571428571429 0.96 -0.79 0.96 0.2895 0.5714285714285714 0.828 -0.23 0.828 0.10264285714285715 1.0 0.935 -0.97 -0.97
__label__fear	fear_2	this has been fixed for by upgading to poi beta . perhaps somebody with more power than me can mark this accordingly .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.46666666666666673 0.8571428571428571 0.913 0.132 0.81 0.14285714285714285 -0.0 0.81 0.11349999999999999 0.8571428571428571 0.702 -0.95 0.021 0.013833333333333317 0.8571428571428571 0.962 -0.79 0.167 0.2333333333333333 0.42857142857142855 0.721 -0.07 -0.07 0.359 1.0 0.935 -0.75 0.207
__label__love __label__joy	love_joy_1	looks fine to me now . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.4235 0.8 0.789 0.746 0.65 0.2 -0.0 0.65 0.09960000000000002 1.0 0.723 -0.86 -0.86 -0.114 0.6 0.338 -0.79 -0.79 0.1995 0.4 0.609 -0.21 0.609 0.3104 1.0 0.935 -0.5 -0.5
__label__joy	joy_3	fixed thus : http://svn.apache.org/viewvc ? rev = & view = rev	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.853 0.5 0.853 0.853 0.81 0.5 -0.0 0.81 -0.95 0.5 0.0 -0.95 -0.95 -0.85 0.5 0.0 -0.85 -0.85 0.721 0.5 0.721 0.0 0.721 0.05299999999999999 1.0 0.856 -0.75 0.856
__label__sadness	sadness_1	fixed . sorry for long waiting . i did n't find the time . author : tterm date : mon jul : : new revision : url : http://svn.apache.org/viewvc ? rev = & view = rev log : preserving or configuring content - type of http - header modified : servicemix / smx3 / branches / servicemix- / deployables / bindingcomponents / servicemix - http / src / main / java / org / apache / servicemix / http / httpendpoint . java servicemix / smx3 / branches / servicemix- / deployables / bindingcomponents / servicemix - http / src / main / java / org / apache / servicemix / http / processors / providerprocessor . java	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.41782608695652174 0.7931034482758621 0.966 0.07 0.4533333333333333 0.20689655172413793 -0.0 0.63 0.1555416666666666 0.8275862068965517 0.966 -0.87 0.041 0.0015909090909090986 0.7586206896551724 0.979 -0.94 0.098 0.10307142857142855 0.4827586206896552 0.836 -0.6 -0.05 0.2785294117647059 0.5862068965517241 0.93 -0.85 0.091
__label__fear	fear_3	if i see it correctly ; the current implementation creates a resource provider for each symlink - i fear what happens if there are hundreds or thousands of symlinks	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5285 0.8333333333333334 0.964 0.939 0.71 0.16666666666666666 -0.0 0.66 0.43074999999999997 0.6666666666666666 0.965 -0.61 0.899 0.5036666666666666 0.75 0.979 0.0 0.979 0.04374999999999998 0.3333333333333333 0.856 -0.66 -0.66 0.23862500000000003 0.6666666666666666 0.99 -0.82 -0.82
__label__love	love_12	thanks malith for your contribution….patch committed under rev.	0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5896666666666667 1.0 0.815 0.815 0.0 0.0 -0.0 -0.0 0.5733333333333334 1.0 0.723 0.0 0.702 0.239 0.3333333333333333 0.239 0.0 0.239 0.049 0.3333333333333333 0.049 0.0 0.049 0.681 1.0 0.928 0.0 0.928
__label__joy	joy_4	looks good . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.6154999999999999 1.0 0.849 0.806 0.0 0.0 -0.0 -0.0 0.62775 1.0 0.922 -0.04 0.906 0.5336666666666666 0.75 0.776 0.0 0.715 0.0 0.0 0.0 0.0 0.0 0.5603333333333333 0.75 0.796 0.0 0.796
__label__love	love_13	hi george ; i just checked in a fix for the empty stack exception . can you please verify ? thanks .	0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.4181 0.8333333333333334 0.935 0.746 0.41500000000000004 0.16666666666666666 -0.0 0.02 0.1632 0.8333333333333334 0.956 -0.95 0.723 0.13887499999999997 0.6666666666666666 0.96 -0.96 -0.96 0.08216666666666668 0.5 0.721 -0.11 -0.1 0.3610909090909091 0.9166666666666666 0.914 -0.75 0.769
__label__joy	joy_5	cool . thanks for considering my bug report !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.33499999999999996 0.6666666666666666 0.746 0.089 0.43 0.3333333333333333 -0.0 0.83 0.29259999999999997 0.8333333333333334 0.723 -0.05 -0.02 0.27199999999999996 0.6666666666666666 0.568 -0.05 -0.05 0.09540000000000001 0.8333333333333334 0.716 -0.22 0.716 0.11183333333333334 1.0 0.769 -0.94 -0.94
__label__fear	fear_4	hi dave ; i am not jira wise ; i 'll see if i can change the original ; if not ; i 'll start a new thread . it worries me that the last binaries are two years old . it seems to say that nobody is using ws - rm ; which i can understand . i will check with axis2 before i update the jira . i wo n't check with ; since i am using features . cheers ; patrice / ;	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0 0.0 3.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.35455 0.7692307692307693 0.935 0.316 0.5449999999999999 0.23076923076923078 -0.0 0.74 0.12312499999999998 0.9230769230769231 0.956 -0.87 -0.85 0.14263157894736841 0.7307692307692307 0.891 -0.79 0.534 0.028062500000000004 0.6153846153846154 0.936 -0.8 0.584 0.19791304347826089 0.8846153846153846 0.935 -0.98 -0.79
__label__love	love_14	ludger ; thanks for the patch . i 've just committed it . see svn rev . thiwanka ; thanks for your help in investigating this issue .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.5024545454545456 0.8461538461538461 0.935 0.157 0.33499999999999996 0.15384615384615385 -0.0 0.09 0.39866666666666667 0.9230769230769231 0.967 -0.58 -0.14 0.16414285714285715 0.5384615384615384 0.795 -0.65 0.191 0.13725000000000004 0.3076923076923077 0.561 -0.11 0.049 0.4153076923076923 1.0 0.928 -0.62 -0.05
__label__sadness	sadness_2	fixed . sorry folks ; the contributions asm_8001_java and asm_12011 did not get committed from my local machine since the projects somehow were not part of my eclipse workspace when i did the commits of these changes	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 2.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6944444444444443 0.9 0.939 0.09 0.555 0.1 -0.0 0.3 0.4855333333333333 0.75 0.956 -0.95 -0.03 -0.004428571428571422 0.7 0.979 -0.94 0.212 -0.01225 0.2 0.721 -0.6 -0.06 0.4734666666666666 0.75 0.928 -0.75 0.093
__label__love	love_15	thanks sven !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.746 1.0 0.746 0.746 0.0 0.0 -0.0 -0.0 0.723 1.0 0.723 0.0 0.723 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.769 1.0 0.769 0.0 0.769
__label__love	love_16	fixed - thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.746 0.5 0.746 0.746 0.81 0.5 -0.0 0.81 -0.11349999999999999 1.0 0.723 -0.95 0.723 0.0 0.0 0.0 0.0 0.0 0.721 0.5 0.721 0.0 0.721 0.009500000000000008 1.0 0.769 -0.75 0.769
__label__love	love_17	robert ; your patch is in ; please help verify ; thanks . rgds ; peiyong	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.6894 0.8333333333333334 0.922 0.746 0.58 0.16666666666666666 -0.0 0.58 0.3478 0.8333333333333334 0.967 -0.58 0.723 0.24650000000000005 0.6666666666666666 0.96 -0.96 -0.96 0.561 0.16666666666666666 0.561 0.0 0.561 0.4713333333333334 1.0 0.89 -0.62 0.769
__label__sadness	sadness_3	i was n't able to reproduce the problem with the attachments . i saw appropriate error messages ; line numbers ; etc. however ; line number information was missing for the testcase idkeyerr10 ; so i 've committed a patch which remedies this .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.666235294117647 0.7083333333333334 0.939 0.939 0.7871428571428571 0.2916666666666667 -0.0 0.88 0.31845000000000007 0.8333333333333334 0.982 -0.98 -0.98 -0.25600000000000006 0.4583333333333333 0.947 -0.99 0.947 0.5375 0.3333333333333333 0.948 -0.07 0.869 0.23065217391304346 0.9583333333333334 0.935 -0.98 -0.8
__label__love __label__joy	love_joy_2	odd that you ca n't get the attached to build as it builds fine for me with the current latest code ; never mind because i 've tried it for you and yes this has fixed the problems and it now works . thanks jim ! ( side note ; i agree % about moving all the non-java container specific tests out of the java container project )	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47851428571428584 0.8333333333333334 0.939 0.831 0.6814285714285715 0.16666666666666666 -0.0 0.93 0.28135897435897445 0.9285714285714286 0.956 -0.96 0.84 0.06938461538461538 0.6190476190476191 0.979 -0.88 0.76 0.17677777777777776 0.42857142857142855 0.948 -0.21 0.88 0.3035277777777778 0.8571428571428571 0.98 -0.94 0.894
__label__sadness	sadness_4	bummer ! -- the solution too this problem was that my jvm had too little memory ( 64mb ) for allocating all the byte buffers required for writing / reading serialized pages .	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.5243333333333334 0.6666666666666666 0.935 0.089 0.715 0.3333333333333333 -0.0 0.97 0.09849999999999998 0.8888888888888888 0.956 -0.99 0.138 0.21119999999999997 0.5555555555555556 0.904 -0.72 0.134 0.264 0.5 0.964 -0.1 -0.06 0.07025000000000002 0.8888888888888888 0.914 -0.96 0.151
__label__love	love_18	to test this ; i used an aggregate ae with a cas multiplier that declared getcasinstancesrequired ( ) = . if this ae is instantiated and run in a loop with earlier code it eats up roughly 10mb per iteration . no such leak with the latest code . thanks !	0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 4.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.398 0.7727272727272727 0.935 0.746 0.65 0.22727272727272727 -0.0 0.83 0.14255555555555552 0.8181818181818182 0.956 -0.88 0.723 0.036692307692307684 0.5909090909090909 0.902 -0.87 0.201 -0.22349999999999998 0.36363636363636365 0.026 -0.82 -0.82 0.19288235294117648 0.7727272727272727 0.935 -0.85 -0.84
__label__love	love_19	thanks for testing ; shinobu . probably a misconfiguration . chris ; try asking on the user list if this problem persists .	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.54375 0.6666666666666666 0.935 0.722 0.82 0.3333333333333333 -0.0 0.82 0.16799999999999998 0.9166666666666666 0.956 -0.97 0.745 -0.1788 0.4166666666666667 0.239 -0.72 -0.71 0.32349999999999995 0.5 0.988 -0.8 0.988 0.23154545454545455 0.9166666666666666 0.96 -0.82 0.709
